Iteration 1, Training loss 0.6931, Training accuracy 0.5534, Validation accuracy 0.7319
Iteration 31832, Training loss 0.0167, Training accuracy 0.9847, Validation accuracy 0.9716
Iteration 31833, Training loss 0.0162, Training accuracy 0.9860, Validation accuracy 0.9716
Iteration 31834, Training loss 0.0059, Training accuracy 0.9951, Validation accuracy 0.9716
Iteration 31835, Training loss 0.0189, Training accuracy 0.9867, Validation accuracy 0.9718
Iteration 31836, Training loss 0.0015, Training accuracy 0.9981, Validation accuracy 0.9718
Iteration 31837, Training loss 0.0371, Training accuracy 0.9709, Validation accuracy 0.9720
Iteration 31838, Training loss 0.0313, Training accuracy 0.9746, Validation accuracy 0.9721
Iteration 31839, Training loss 0.0066, Training accuracy 0.9947, Validation accuracy 0.9723
Iteration 31840, Training loss 0.0061, Training accuracy 0.9950, Validation accuracy 0.9724
Iteration 31841, Training loss 0.0071, Training accuracy 0.9935, Validation accuracy 0.9722
Iteration 31842, Training loss 0.0079, Training accuracy 0.9945, Validation accuracy 0.9722
Iteration 31843, Training loss 0.0083, Training accuracy 0.9932, Validation accuracy 0.9721
Iteration 31844, Training loss 0.0039, Training accuracy 0.9963, Validation accuracy 0.9721
Iteration 31845, Training loss 0.0088, Training accuracy 0.9933, Validation accuracy 0.9719
Iteration 31846, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9717
Iteration 31847, Training loss 0.0058, Training accuracy 0.9948, Validation accuracy 0.9714
Iteration 31848, Training loss 0.0143, Training accuracy 0.9889, Validation accuracy 0.9715
Iteration 31849, Training loss 0.0101, Training accuracy 0.9902, Validation accuracy 0.9717
Iteration 31850, Training loss 0.0111, Training accuracy 0.9892, Validation accuracy 0.9720
Iteration 31851, Training loss 0.0253, Training accuracy 0.9778, Validation accuracy 0.9724
Iteration 31852, Training loss 0.0041, Training accuracy 0.9964, Validation accuracy 0.9725
Iteration 31853, Training loss 0.0051, Training accuracy 0.9966, Validation accuracy 0.9725
Iteration 31854, Training loss 0.0301, Training accuracy 0.9746, Validation accuracy 0.9726
Iteration 31855, Training loss 0.0009, Training accuracy 0.9994, Validation accuracy 0.9721
Iteration 31856, Training loss 0.0057, Training accuracy 0.9958, Validation accuracy 0.9719
Iteration 31857, Training loss 0.0198, Training accuracy 0.9823, Validation accuracy 0.9716
Iteration 31858, Training loss 0.0226, Training accuracy 0.9798, Validation accuracy 0.9716
Iteration 31859, Training loss 0.0226, Training accuracy 0.9813, Validation accuracy 0.9717
Iteration 31860, Training loss 0.0154, Training accuracy 0.9870, Validation accuracy 0.9718
Iteration 31861, Training loss 0.0120, Training accuracy 0.9904, Validation accuracy 0.9721
Iteration 31862, Training loss 0.0229, Training accuracy 0.9816, Validation accuracy 0.9722
Iteration 31863, Training loss 0.0179, Training accuracy 0.9857, Validation accuracy 0.9722
Iteration 31864, Training loss 0.0087, Training accuracy 0.9916, Validation accuracy 0.9721
Iteration 31865, Training loss 0.0065, Training accuracy 0.9957, Validation accuracy 0.9718
Iteration 31866, Training loss 0.0332, Training accuracy 0.9707, Validation accuracy 0.9716
Iteration 31867, Training loss 0.0222, Training accuracy 0.9806, Validation accuracy 0.9715
Iteration 31868, Training loss 0.0047, Training accuracy 0.9961, Validation accuracy 0.9715
Iteration 31869, Training loss 0.0064, Training accuracy 0.9945, Validation accuracy 0.9715
Iteration 31870, Training loss 0.0167, Training accuracy 0.9866, Validation accuracy 0.9713
Iteration 31871, Training loss 0.0089, Training accuracy 0.9919, Validation accuracy 0.9713
Iteration 31872, Training loss 0.0108, Training accuracy 0.9908, Validation accuracy 0.9713
Iteration 31873, Training loss 0.0232, Training accuracy 0.9788, Validation accuracy 0.9712
Iteration 31874, Training loss 0.0114, Training accuracy 0.9895, Validation accuracy 0.9711
Iteration 31875, Training loss 0.0077, Training accuracy 0.9932, Validation accuracy 0.9708
Iteration 31876, Training loss 0.0209, Training accuracy 0.9797, Validation accuracy 0.9706
Iteration 31877, Training loss 0.0206, Training accuracy 0.9841, Validation accuracy 0.9706
Iteration 31878, Training loss 0.0214, Training accuracy 0.9823, Validation accuracy 0.9705
Iteration 31879, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9705
Iteration 31880, Training loss 0.0108, Training accuracy 0.9904, Validation accuracy 0.9704
Iteration 31881, Training loss 0.0235, Training accuracy 0.9807, Validation accuracy 0.9707
Iteration 31882, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9711
Iteration 31883, Training loss 0.0310, Training accuracy 0.9778, Validation accuracy 0.9711
Iteration 31884, Training loss 0.0148, Training accuracy 0.9879, Validation accuracy 0.9713
Iteration 31885, Training loss 0.0187, Training accuracy 0.9857, Validation accuracy 0.9715
Iteration 31886, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9715
Iteration 31887, Training loss 0.0099, Training accuracy 0.9913, Validation accuracy 0.9716
Iteration 31888, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9716
Iteration 31889, Training loss 0.0107, Training accuracy 0.9919, Validation accuracy 0.9716
Iteration 31890, Training loss 0.0187, Training accuracy 0.9841, Validation accuracy 0.9717
Iteration 31891, Training loss 0.0030, Training accuracy 0.9978, Validation accuracy 0.9716
Iteration 31892, Training loss 0.0182, Training accuracy 0.9845, Validation accuracy 0.9718
Iteration 31893, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9718
Iteration 31894, Training loss 0.0071, Training accuracy 0.9938, Validation accuracy 0.9716
Iteration 31895, Training loss 0.0366, Training accuracy 0.9706, Validation accuracy 0.9718
Iteration 31896, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9719
Iteration 31897, Training loss 0.0021, Training accuracy 0.9981, Validation accuracy 0.9718
Iteration 31898, Training loss 0.0171, Training accuracy 0.9832, Validation accuracy 0.9717
Iteration 31899, Training loss 0.0162, Training accuracy 0.9867, Validation accuracy 0.9717
Iteration 31900, Training loss 0.0257, Training accuracy 0.9803, Validation accuracy 0.9717
Iteration 31901, Training loss 0.0088, Training accuracy 0.9933, Validation accuracy 0.9716
Iteration 31902, Training loss 0.0132, Training accuracy 0.9898, Validation accuracy 0.9715
Iteration 31903, Training loss 0.0077, Training accuracy 0.9944, Validation accuracy 0.9716
Iteration 31904, Training loss 0.0109, Training accuracy 0.9896, Validation accuracy 0.9715
Iteration 31905, Training loss 0.0164, Training accuracy 0.9860, Validation accuracy 0.9711
Iteration 31906, Training loss 0.0153, Training accuracy 0.9863, Validation accuracy 0.9706
Iteration 31907, Training loss 0.0234, Training accuracy 0.9800, Validation accuracy 0.9705
Iteration 31908, Training loss 0.0094, Training accuracy 0.9922, Validation accuracy 0.9703
Iteration 31909, Training loss 0.0373, Training accuracy 0.9687, Validation accuracy 0.9703
Iteration 31910, Training loss 0.0197, Training accuracy 0.9825, Validation accuracy 0.9706
Iteration 31911, Training loss 0.0123, Training accuracy 0.9916, Validation accuracy 0.9708
Iteration 31912, Training loss 0.0177, Training accuracy 0.9850, Validation accuracy 0.9709
Iteration 31913, Training loss 0.0142, Training accuracy 0.9873, Validation accuracy 0.9709
Iteration 31914, Training loss 0.0176, Training accuracy 0.9858, Validation accuracy 0.9709
Iteration 31915, Training loss 0.0155, Training accuracy 0.9855, Validation accuracy 0.9706
Iteration 31916, Training loss 0.0147, Training accuracy 0.9882, Validation accuracy 0.9705
Iteration 31917, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9702
Iteration 31918, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9700
Iteration 31919, Training loss 0.0331, Training accuracy 0.9716, Validation accuracy 0.9701
Iteration 31920, Training loss 0.0024, Training accuracy 0.9984, Validation accuracy 0.9702
Iteration 31921, Training loss 0.0164, Training accuracy 0.9850, Validation accuracy 0.9704
Iteration 31922, Training loss 0.0308, Training accuracy 0.9736, Validation accuracy 0.9706
Iteration 31923, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9706
Iteration 31924, Training loss 0.0097, Training accuracy 0.9917, Validation accuracy 0.9708
Iteration 31925, Training loss 0.0073, Training accuracy 0.9935, Validation accuracy 0.9710
Iteration 31926, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9710
Iteration 31927, Training loss 0.0205, Training accuracy 0.9819, Validation accuracy 0.9711
Iteration 31928, Training loss 0.0103, Training accuracy 0.9935, Validation accuracy 0.9713
Iteration 31929, Training loss 0.0124, Training accuracy 0.9896, Validation accuracy 0.9714
Iteration 31930, Training loss 0.0166, Training accuracy 0.9867, Validation accuracy 0.9715
Iteration 31931, Training loss 0.0023, Training accuracy 0.9985, Validation accuracy 0.9716
Iteration 31932, Training loss 0.0230, Training accuracy 0.9820, Validation accuracy 0.9719
Iteration 31933, Training loss 0.0030, Training accuracy 0.9975, Validation accuracy 0.9719
Iteration 31934, Training loss 0.0148, Training accuracy 0.9879, Validation accuracy 0.9719
Iteration 31935, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9720
Iteration 31936, Training loss 0.0109, Training accuracy 0.9907, Validation accuracy 0.9720
Iteration 31937, Training loss 0.0155, Training accuracy 0.9879, Validation accuracy 0.9721
Iteration 31938, Training loss 0.0018, Training accuracy 0.9990, Validation accuracy 0.9722
Iteration 31939, Training loss 0.0137, Training accuracy 0.9877, Validation accuracy 0.9721
Iteration 31940, Training loss 0.0088, Training accuracy 0.9932, Validation accuracy 0.9721
Iteration 31941, Training loss 0.0038, Training accuracy 0.9981, Validation accuracy 0.9720
Iteration 31942, Training loss 0.0203, Training accuracy 0.9826, Validation accuracy 0.9719
Iteration 31943, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9718
Iteration 31944, Training loss 0.0043, Training accuracy 0.9954, Validation accuracy 0.9719
Iteration 31945, Training loss 0.0023, Training accuracy 0.9978, Validation accuracy 0.9718
Iteration 31946, Training loss 0.0043, Training accuracy 0.9956, Validation accuracy 0.9721
Iteration 31947, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9721
Iteration 31948, Training loss 0.0005, Training accuracy 0.9996, Validation accuracy 0.9721
Iteration 31949, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9720
Iteration 31950, Training loss 0.0048, Training accuracy 0.9960, Validation accuracy 0.9721
Iteration 31951, Training loss 0.0047, Training accuracy 0.9956, Validation accuracy 0.9721
Iteration 31952, Training loss 0.0132, Training accuracy 0.9872, Validation accuracy 0.9721
Iteration 31953, Training loss 0.0225, Training accuracy 0.9807, Validation accuracy 0.9724
Iteration 31954, Training loss 0.0124, Training accuracy 0.9911, Validation accuracy 0.9724
Iteration 31955, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9723
Iteration 31956, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9722
Iteration 31957, Training loss 0.0203, Training accuracy 0.9820, Validation accuracy 0.9720
Iteration 31958, Training loss 0.0245, Training accuracy 0.9812, Validation accuracy 0.9717
Iteration 31959, Training loss 0.0193, Training accuracy 0.9836, Validation accuracy 0.9716
Iteration 31960, Training loss 0.0352, Training accuracy 0.9691, Validation accuracy 0.9714
Iteration 31961, Training loss 0.0117, Training accuracy 0.9902, Validation accuracy 0.9707
Iteration 31962, Training loss 0.0093, Training accuracy 0.9930, Validation accuracy 0.9702
Iteration 31963, Training loss 0.0281, Training accuracy 0.9753, Validation accuracy 0.9699
Iteration 31964, Training loss 0.0323, Training accuracy 0.9713, Validation accuracy 0.9702
Iteration 31965, Training loss 0.0177, Training accuracy 0.9847, Validation accuracy 0.9705
Iteration 31966, Training loss 0.0159, Training accuracy 0.9860, Validation accuracy 0.9709
Iteration 31967, Training loss 0.0226, Training accuracy 0.9816, Validation accuracy 0.9716
Iteration 31968, Training loss 0.0149, Training accuracy 0.9874, Validation accuracy 0.9719
Iteration 31969, Training loss 0.0078, Training accuracy 0.9936, Validation accuracy 0.9721
Iteration 31970, Training loss 0.0109, Training accuracy 0.9894, Validation accuracy 0.9718
Iteration 31971, Training loss 0.0099, Training accuracy 0.9927, Validation accuracy 0.9713
Iteration 31972, Training loss 0.0067, Training accuracy 0.9945, Validation accuracy 0.9712
Iteration 31973, Training loss 0.0078, Training accuracy 0.9927, Validation accuracy 0.9711
Iteration 31974, Training loss 0.0077, Training accuracy 0.9930, Validation accuracy 0.9708
Iteration 31975, Training loss 0.0158, Training accuracy 0.9851, Validation accuracy 0.9706
Iteration 31976, Training loss 0.0181, Training accuracy 0.9842, Validation accuracy 0.9706
Iteration 31977, Training loss 0.0030, Training accuracy 0.9970, Validation accuracy 0.9705
Iteration 31978, Training loss 0.0038, Training accuracy 0.9954, Validation accuracy 0.9704
Iteration 31979, Training loss 0.0070, Training accuracy 0.9942, Validation accuracy 0.9704
Iteration 31980, Training loss 0.0121, Training accuracy 0.9883, Validation accuracy 0.9705
Iteration 31981, Training loss 0.0023, Training accuracy 0.9979, Validation accuracy 0.9706
Iteration 31982, Training loss 0.0279, Training accuracy 0.9781, Validation accuracy 0.9709
Iteration 31983, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9711
Iteration 31984, Training loss 0.0132, Training accuracy 0.9889, Validation accuracy 0.9712
Iteration 31985, Training loss 0.0080, Training accuracy 0.9935, Validation accuracy 0.9713
Iteration 31986, Training loss 0.0418, Training accuracy 0.9671, Validation accuracy 0.9714
Iteration 31987, Training loss 0.0051, Training accuracy 0.9961, Validation accuracy 0.9714
Iteration 31988, Training loss 0.0104, Training accuracy 0.9911, Validation accuracy 0.9711
Iteration 31989, Training loss 0.0191, Training accuracy 0.9850, Validation accuracy 0.9707
Iteration 31990, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9703
Iteration 31991, Training loss 0.0077, Training accuracy 0.9938, Validation accuracy 0.9697
Iteration 31992, Training loss 0.0239, Training accuracy 0.9775, Validation accuracy 0.9695
Iteration 31993, Training loss 0.0233, Training accuracy 0.9829, Validation accuracy 0.9693
Iteration 31994, Training loss 0.0180, Training accuracy 0.9835, Validation accuracy 0.9693
Iteration 31995, Training loss 0.0090, Training accuracy 0.9920, Validation accuracy 0.9694
Iteration 31996, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9694
Iteration 31997, Training loss 0.0234, Training accuracy 0.9804, Validation accuracy 0.9694
